URL,Descriptions
http://minigrp.com/butali-sugar/4587549210,"Butali Sugar Mills Ltd (BSML) is a sugar milling company. It is located at Butali 
area, in Western Kenya, approximately 35 Km from Kakamega town."
https://www.facebook.com/MombasaContinentalResort/,"Mombasa Continental Resort is set on beautifully landscaped beach at the front 
view of the Indian Ocean. The resort offers 5 star luxury hospitality to..."
https://www.facebook.com/foamattltd/,"Foam Mattress Ltd. 400 likes. BEING THE OLDEST AND THE BIGGEST IN EAST 
AFRICA WE NOW THE BEST. TOP MANUFACTURERS IN FOAM ..."
http://www.kemsa.co.ke/,"Kenya Medical Supplies Authority (KEMSA) is a state corporation under the 
Ministry of ... Medical supplies tender notifications are published in the website as
 ...KEMSA/KHSSP-OIT-01/2016-2017, Tender Document For the ...Kenya Medical Supplies Authority (KEMSA) is a state corporation ...Working hours: 24 Hours. +254 0719 033000 | 020 3922000 ...The warehouse plays one of the key activities in supply chain by ...Supply Chain Management encompasses the planning and ...Tender Notices |. KEMSA/KHSSP-OIT-01/2016-2017: TENDER ..."
https://www.victoriafurnitures.com/,"We provide quality office furniture in Kenya that includes; office desk, 
workstations, office chairs, orthopedic chairs, office sofa, conference tables and 
others.Latest catalogs. Quick Links. View all products · Go to steelcase ...Office desk – SSG 160 · Office Desks, ON OFFER! Kshs79,901 ...view style: View: 12 / 24 / ALL · Home / Our products. folding ...Victoria Furnitures Ltd is the leading office furniture suppliers ...Contact Us. Westlands showroom. Location:09 Parklands Road ...Home / Office Chairs. ms110 ... Medium back office chair – LS ..."
http://www.steelorbis.com/steel-companies/company/eldoretsteelmillslimited/,"Company profile of ELDORET STEEL MILLS LIMITED on the New SteelOrbis 
company directory that connects more than 44000+ steel companies."
http://africancotton.com/,"African Cotton Industries has introduced mobile transfer mode of payment M-
pesa, one ... African Cotton Industries has partnered with Inua Dada to supply 
free ...Nairobi Plant. Mlolongo, Behind Weighbridge,. P.O. Box 18317 ...Care Centre. At African Cotton, we believe that our success as a ...Meet the Management. Salim AnjarwallaChairman. Education ...Touching millions of people through our products for over 50 ...African Cotton is home to some of the most exciting, inspirational ...Website Terms and Conditions. Any use by you of the website ..."
http://broadway.co.ke/,"Broadway Bakery is an established bread maker located and headquartered in 
Thika, an industrial town 50km North East of Nairobi. We are situated on Factory
 ..."
http://www.fslins.com/,"FSL was founded out of responsiveness to the need for customized insurance 
products for niche markets. More than forty years later, we take pride in being 
able ..."
,
http://cuk.ac.ke/,"E.N. Gicheru is the DIRECTOR (Co-operative Development, Research and 
Innovation) at The Co-operative University of Kenya,She is an Associate 
Professor in ..."
http://www.nic.co.ug/,"Home; General Insurance .... 2015; Congratulations to the She Cranes August 21
, 2015; National Insurance Corporation congratulates FUFA August 21, 2015."
https://hospitals.aku.edu/,"Aga Khan University Hospital, Aga Khan University Hospital Regional, Aga Khan 
University Global."
http://www.kenyaseed.com/,"Ensuring adequate supply of certified hybrid maize seeds. Provision of high 
milling and good ... Carrots. Tomatoes. Spinach ?> Welcome to Kenya Seed Co.
Ltd ..."
http://www.alphaknits.com/,"P.O. Box 47018, 00100 GPO Nairobi, Kenya. Tel: Ruiru Factory. (+254) 722 
760063 (+254) 733 771829. Fax: (+254 20)3594710 info@alphaknits.com ..."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=113021649,"Paradise Safari Park Ltd. company research & investing information. Find 
executives and the latest company news."
https://www.gerties.org/,"Gertrude's Children's Hospital, Nairobi Kenya,the largest Children's Hospital in 
East and Central Africa. Quality healthcare and treatment for children."
http://www.libertykenya.co.ke/,"Liberty Kenya Holdings Limited (LKHL) is the holding company for Heritage 
Insurance Company and Liberty Life Kenya Assurance Ltd, the short term and 
long ..."
http://www.total.co.ke/home.html,"Total Kenya Limited is the leading supplier of Petroleum and Gas products in the 
East African region including Kenya, Uganda, Tanzania, Somalia, South Sudan ...Total Kenya Limited Contacts are listed here. You can use the ...Total Group. corporate total. Total is one of the largest major ...About us. Total Kenya Limited is part of the global Total Group ...Total Kenya is constantly looking for new talent to reinforce its ...Careers. Careers. Total is a world class multinational that is ...At Total Kenya we are responsible for the purchasing and ..."
https://www.facebook.com/pages/Husseni-Dairy-Ltd/583904241674038,"Husseni Dairy Ltd, Mombasa, Kenya. Company. ... Husseni Dairy Ltd. Privacy · 
Terms. About. Husseni Dairy Ltd. Company. 0 people like this topic. Want to like ..."
http://www.rapidkate.com/html/contactus/,"Head Office. Rapid Kate Services Limited, : Nairobi, Kenya. Physical Address, : 
Rapid Kate Complex, Mombasa Road. Postal Address, : P O Box 72693-00200, ..."
http://www.seku.ac.ke/,"South Eastern Kenya University is a public university in Kenya devoted to 
excellence in teaching, learning and research and developing global leaders."
http://www.peaceopstraining.org/programs/ntcelp/africa/ipstc/,"The Peace Operations Training Institute (POTI) is pleased to partner with the 
International Peace Support Training Centre (IPSTC) to provide E-Learning on ..."
http://www.erubiengineering.com/?portfoliotag=caltex-oil-kenya-limited-now-total-kenya-limited,"Caltex Oil Kenya Limited (Now Total Kenya Limited) Project Description Carrying 
out Electrical upgrade of retail petrol stations countrywide Carrying out ..."
https://pib.primebank.com.bd/,"Real-time Balance Enquiry Link your 
Bank Accounts, Loans and Deposit ..."
https://www.kenyafluorspar.com/,"Our mission is to produce fluorspar and to create sustainable prosperity with a 
wide commitment ... Policy Statement Kenya Fluorspar Company is committed to 
protecting the Environment, ... Kenya Fluorspar Company Ltd. All Rights 
Reserved.Kenya Fluorspar Company Ltd (KFC) is one of the few large ...Management Team. Paul Ouma Onana, Environment, Health ...Name; Email; Message. Send a copy of this email to yourself; If ...Kenya Fluorspar Company Ltd (KFC) is one of the few large ..."
https://en.wikipedia.org/wiki/World_Duty_Free,"On 6 June 2013, the Shareholders of Autogrill approved the project of proportional partial demerger whereby Autogrill S.p.A. transferred the Travel Retail and Duty Free business to its wholly owned subsidiary World Duty Free S.p.A. (parent company of World Duty Free Group), the beneficiary, by assigning to the latter ..."
http://www.hfgroup.co.ke/,"HF GROUP, formerly Housing finance company, is the leading mortgage provider 
bank and Premier Property Company in Kenya. ... GROUP LIMITED (FORMERLY 
HOUSING FINANCE COMPANY OF KENYA LIMITED) NOTICE IS HEREBY ..."
http://www.chaitrading.com/,"Chai Trading Company is a wholly owned subsidiary Company of Kenya Tea 
Development Agency Holdings Ltd based in Mombasa. Our Holding Company ...Why us? Varied and tested experience; Qualified and ...Articles. About us. Article Count: 5. Senior Management. Article ...Title, Author, Hits. Corporate Social Responsibility, Written by Super ...The Company has two business units, The Freight Division and ...Contact-image. Position. Address: Street Address Suburb State ...Chai Trading Company Limited KTDA Miritini Complex. P.O ..."
http://listings.findthecompany.com/l/274815769/Silver-Holdings-Ltd-Trading-As-Voyager-Beach-Resort-in-Mombasa-Kenya,"Silver Holdings Ltd Trading As Voyager Beach Resort is a hotels and motel 
located in Mombasa, Kenya. View phone number, employees, products, revenue,
 ..."
https://unhabitat.org/,"Don't Miss >. GC26 · Japan pledges USD 3.7 million for UN. ... Global Activities... 
UN-Habitat's Global Activities Report (GAR) 2017 aims to provide."
http://www.lewa.org/,"VISIT LEWA FOR A SAFARI OF A LIFETIME ... THE GOAL. INSPIRATION. 
DONATE TO LEWA ... to see wildlife in their natural habitat on our visit to Lewa."".Lewa House is the home of Sophie and Calum Macfarlane; Sophie ...Lewa Wildlife Conservancy's Management Team. Lewa ...The Lewa Wildlife Conservancy is an award-winning catalyst and ...As a privately run, non-profit organisation, the Lewa Wildlife ...Who We Are ... SEE WHERE WE WORK. SUBSCRIBE TO ...Established in 1997 as a U.S. 501 (c) (3) public charity, Lewa ..."
http://acmecontainers.com/,"Plastic Injection Moulding Manufacturers of Trusted Quality Products such as 
Pallets, Crates, Chairs, Tables, Buckets, Basins & more for 30 years in Kenya."
http://www3.hilton.com/en/hotels/kenya/hilton-nairobi-NBOHITW/index.html,"Hilton Nairobi hotel. Five star hotel in the city centre with elegant accommodation 
and the best conference venues. Book online for best price guaranteed."
http://www.surgipharm.co.ug/,"Surgipharm is involved with the importation, exportation, distribution and 
marketing of pharmaceuticals in Uganda, Rwanda and East Africa."
https://www.grainbulk.com/,"Grainbulk Handlers Limited (GBHL) is committed to providing efficient and cost 
effective handling solutions for grain cargo transported within East & Central ..."
http://www.kaps.co.ke/,"Kenya Airports Parking Services (KAPS LTD) ... KAPS Cloud-Based Solution · 
KAPS Cognitive Gateless Entrance Parking System · KAPS Innovative Water ...Contacts. KAPS LIMITED P.O. Box 3002-00506, Nairobi, Kenya ...KAPS has assembled a large portfolio of brand and OEM ...Our Team Directors, Management and Key Personnel. The ...KAPS is involved in contracting in the following specialised areas ..."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=13500952,"Essar Telecom Kenya Limited provides mobile cellular services under the brand 
yuMobile. The company offers prepaid plans, post paid plans, corporate plans, ..."
http://www.apexshipping.com/,"Apex Xiamen has relocated to a new office. Telephone and fax numbers will 
remain the same. Office details below. Apex Maritime (Xiamen) Co., Ltd. 23GH ..."
http://www.delarue.com/,"De La Rue provides governments and commercial organisations with products 
and services that underpin the integrity of trade, personal identity and the ..."
,
http://www.heritage-eastafrica.com/golf-resort/great-rift-valley-lodge-golf-resort/,"Great Rift Valley Lodge and Golf Resort has previously received Kenya's Best ... 
Short distance from Nairobi with easy connections to many parks and places of ..."
http://www.equatoriateak.com/,"Equatoria Teak Company (ETC) is South Sudan's leading sustainable forestry 
company. ETC manages teak plantations in Western Equatoria State, and is one
 ..."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=27278361,"Shell & BP (Malindi) Kenya, Ltd., through a chain of retail stations, engages in the 
marketing, sale, and distribution of oil and gas in Kenya. Its products include ..."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=51372003,"Livingstone Registrars Limited company research & investing information. Find 
executives and the latest company news."
https://biglife.org/,"Big Life Foundation was founded by photographer Nick Brandt & conservationist 
Richard Bonham in September 2010. With Richard Bonham as Director of ...Donate Now. Big Life works on the ground in Africa, partnering with ...BIG LIFE FOUNDATION USA is a tax exempt ... Please contact us ...He is passionate about Africa and the ... Big Life was co-founded ...Big Life Foundation Canada (""Big Life Canada"") was set up in ...Employment -- jobs and cash wages -- derived from wildlife ...A trans-border anti-poaching operation was desperately ..."
http://www.twigastationers.com/,"Recycled Waste Paper & Pulp. Twiga offers quality recycled waste paper and 
products made from its own recycled waste paper. See More ..."
http://www.eatec.co.uk/,"Eatec specialises in finite element analysis (FEA), vibration & noise testing and 
development of bespoke simulation and visualisation software. Eatec is based in
 ..."
http://www.craftsilicon.com/,"Craft Silicon is financial solution provider in Banking software ,Microfinance 
software, Mobile and Switch solution in the global market today."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=11611270,"Africa Online Holdings Ltd. operates as an Internet service provider in Africa. The 
company offers dial-up access to the Internet and electronic mail accounts, and ..."
http://www.insteellimited.com/,"Galvapipes Insteel limited manufactures water pipes to international stabdards as 
specified by Bs and ISO. Read More. Rounded Steel Pipes Round steel pipes ..."
http://www.jacarandahotels.com/JH-NAIROBI/,"Jacaranda Hotels is one of the most luxurious hotel in Nairobi. It has a hotel in 
Nairobi, Indian Ocean Beach resort in Diani Beach, and Lake Elementatia near ..."
http://www.ramco-group.com/our-companies/crown-classics/,"Crown Classics Ltd imports and distributes a variety of water proofing products, 
chemicals and additives for the construction industry to protect and increase the ..."
https://www.linkedin.com/company/fones-direct-ltd,"Learn about working at FONES DIRECT LTD. Join LinkedIn today for free. See 
who you know at FONES DIRECT LTD, leverage your professional network, and
 ..."
http://www.easeed.com/,"Agriscope Africa ... Getting Every Seed to Grow ... Tomorrows fruit is in Today's 
seed. Over 40 Years Seed Production ... Your Growth Our Seed ... on adoption of 
improved crop technologies, through our qualified skilled field staff across east."
http://buyer.suchbiz.com/info/JAYDEES-KNITTING-FACTORY-LTD_LwP.html,"JAYDEES KNITTING FACTORY LTD. is international buyer from Kenya,Looking 
for buy Machinery products, Tel is 00254 20 535520/553566, address is SASIO ..."
http://hhm.co.ke/,"Hamilton Harrison & Mathews is one of Kenya's highly acclaimed law firms, with 
a tradition of excellence dating back to 1902. HH&M has built up a reputation as ..."
https://www.mmu.ac.ke/,Multimedia University College of Kenya - ICT Centre of Excellence.
https://softkenya.com/directory/tm-am-construction-group-africa/,"TM-AM Construction Group (Africa) is located in TM-AM Construction Group Bldg 
Opp Timsales Corner, Enterprise Rd Nairobi. For more information about ..."
http://www.chemserve.co.ke/,Chemserve cleaning services.
http://aar-healthcare.com/,Select a Country Website. View website. View website. View website.The AAR Healthcare wellness programme and resources are ...AAR Healthcare is a world-class employer committed to excellent ...
http://www.ole-sereni.com/,"Ole Sereni is a luxury hotel in Nairobi located close to JKIA International Airport 
and is the only international city hotel in the world bordering a national game ..."
http://www.kingplastic.com/industries/,"Industries ... Marine · Nuclear-Powered Vessel Neutron Shielding Made with King 
Plasti-Shield® ... Sign up for the latest updates from King Plastic Corporation."
http://www.safaripark-hotel.com/,"Home · About · Conference · Accommodation · Events · wedding · Restaurants & 
Bars · Things to Do · media · gallery · contact · Terms & Conditions · Privacy ..."
https://www.facebook.com/pages/Hoechst-East-Africa-Ltd/162645010595607?rf=199214636922610,"Hoechst East Africa Ltd, Nairobi, Kenya. 1 like. Company."
http://www.ciesin.org/IC/icraf/ICRAF.html,"The International Centre for Research in Agroforestry, ICRAF, has an ultimate 
purpose guiding its research. It is to work towards mitigating tropical deforestation
, ..."
http://listings.findthecompany.com/l/268063657/Country-Wide-Connection-Limited-in-Nanyuki-Kenya,"Country Wide Connection Limited is a business service located in Nanyuki, 
Kenya. View phone number, employees, products, revenue, and more."
http://www.dplkenya.com/,"Dodhia Packaging Limited (DPL) was established in 1974. The factory is located 
on Kampala Road, Industrial Area, in Nairobi. The company was established ...NAMES, POST, CONTACTS. Dipak Shah, Managing Director ...Ebiz · Home · About Us · Products · Industrial · Horticulture ...Overview. Dodhia Packaging Limited (DPL) was established ...Staff Emails. Click Here. kampala road, industrial area, nairobiTel ...Our management is highly experienced and qualified and ...View Larger Map. Offices. DODHIA PACKAGING LTD P.O BOX ..."
http://www.nitimea.com/,"NITI Distribution Ltd is an Information Technology, Networking, and Security 
hardware and software distribution business segment of NITI group of companies
.NITI Distribution Ltd is an Information Technology ...Click Here to Watch Video. On behalf of NITI Distribution Ltd, I ..."
http://www.cfao-automotive.com/en/subsidiaries/dt-dobie-kenya,"DT Dobie Kenya was set up in 1949 and is a Kenyan distributor for 7 globally 
renowned brands. A broad range of new passenger and commercial vehicles is ..."
http://dacaviation.com/,"DAC Aviation is committed to providing superior value and unparalleled support 
to our customers, while systematically improving the Safety, Security and ...Contact Us. Home / Contact Us. NORTH AMERICA; AFRICA ...The Nairobi facility handles all DAC fleet maintenance up-to ...About Us. Home / About Us. The Journey to Making a Difference ...Home / Flight Operations ... its operations to meet the demands ...Below you will find descriptions of our available job openings ...Home / Services & Support ... to repair & overhaul services, DAC ..."
http://www.eapi.co.ke/,"We are the leading manufacturers of paper sacks and corrugated cartons for 
different industries within Kenya and the East African region.Contact us for more information and also for more enquiries ...ABOUT EAST AFRICAN PACKAGING INDUSTRIES. The ..."
https://softkenya.com/directory/nails-steel-products-ltd-3/,"Nails & Steel Products Ltd is located in Kampala Rd,opp Ryce East Africa,Bldg 
No.3. For more information about Nails & Steel Products Ltd see the."
http://dgca.gov.in/,"Contents provided and owned by Directorate General of Civil Aviation ... Director 
(Aerodrome Standards), Office of the Director General of Civil Aviation, Opp."
,
http://www.thikapower.co.ke/,"Welcome. to Thika Power. Thika power plant ( TPP) is an 87 MW Electrical Power 
Plant, and is one of the most efficient thermal plants on the Kenyan network ...contact us. Thika Power Ltd. PO Box 350 - 01000 Thika. Exit 16 ...The company developed, financed, built, and completed Thika ...About us. The significant increase in demand for electricity is ...The missions of Thika Power Limited are simple and clear: To ...Mission · History of the project · Partners. History. of the project ...The Project · Social & Environment · Press & Media · Contact us ..."
https://www.facebook.com/pages/Pandya-Memorial-Hospital/167690363293113,"Phone, +254 704 314140 · Address. Dedan Kimathi Street; Mombasa, Kenya; 
80100."
http://sumariagroup.com/,"Having its base in Mumbai, India, Sumaria Industries Pvt. Ltd. came into 
existence in the year 2007. Under the able headship of the Director, Mr. Rajesh 
Shah, ..."
https://www.linkedin.com/company/comtec-networks-ltd,"Learn about working at Comtec Networks LTD. Join LinkedIn today for free. See 
who you know at Comtec Networks LTD, leverage your professional network, ..."
http://listings.findthecompany.com/l/274815299/Vaja-s-Investments-Ltd-in-Nairobi-Kenya,"Vaja's Investments Ltd is a men's and boys' clothing store located in Nairobi, 
Kenya. View phone number, employees, products, revenue, and more."
http://www.sankara.com/,"Sankara Nairobi official site. As one of Nairobi's top luxury hotels, Sankara 
Nairobi blends five-star service with the authentic flavour of Africa."
http://www.ramco-group.com/our-companies/ramco-printing/,"RAMCO PRINTING WORKS LTD. We are a trend setting market leader in the 
supply of print solutions in Off-set, Digital, Screen, Print, and Promotional items."
https://kenfreightgroup.com/,"With experienced staff at all entry/exit points we offer clearance in EA, South 
Sudan ..... Renamed to Kenfreight East Africa Limited and expanding into 
Rwanda."
https://www.newfoodmagazine.com/,"New Food provides news and business information for the world's food & 
beverage industries: magazines, newsletter, directory, and on-line services."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=58133926,"As of January 1, 2013 Insurance Company of East Africa Limited was acquired by 
Icea Lion Group. Insurance Company of East Africa Limited provides life and ..."
,
